5475231	しょう
3926642	じょう
3651156	ている
3525286	きょう
3069845	しゅう
2855411	ちょう
2686358	いる。
2525812	である
2261473	ある。
2233279	ちゅう
2189977	として
2184529	した。
2139848	された
2138488	してい
2124329	った。
2102552	きゅう
1913051	りょう
1875387	れてい
1588138	ていた
1565656	れた。
1481403	ぎょう
1457137	ること
1441115	んこう
1416691	ってい
1378400	んしゅ
1344600	されて
1318173	っぽん
1315244	にっぽ
1275210	ねんに
1256539	ひょう
1245712	うしょ
1195377	なった
1164878	じゅう
1146511	うされ
1133788	いしょ
1119321	うせい
1114750	いされ
1100855	うした
1063448	うこう
1038056	うきょ
1032056	いこう
1028122	という
1026988	んしょ
1017405	うかい
978238	あった
959136	うする
954098	きょく
945916	たが、
944680	される
939142	となっ
936824	うしゃ
913959	んせい
913557	しゅつ
906174	うじょ
902876	っこう
890891	んだい
885690	おこな
877338	んざい
859443	んとう
856703	いがく
838270	いせい
832689	れる。
812440	する。
807854	うして
786392	んたい
782035	うしゅ
778879	いする
778334	うせん
761867	にゅう
759572	うりょ
757571	しょく
748993	あり、
746523	いた。
743742	うそう
736408	だいが
736399	なって
731305	んきょ
720988	ように
715213	りょく
702010	りゅう
682959	いしゃ
680745	のこう
679373	こうし
661862	んかい
658979	ことが
652322	いした
647448	であっ
645844	かった
636147	いして
635775	するこ
632556	され、
631306	うかん
624635	うしん
623516	んした
618013	がある
615098	せいさ
599185	んかん
598210	による
597964	んしゃ
596536	おり、
593107	うほう
589008	じゅん
588581	んせん
585506	がっこ
584904	んから
582006	いしゅ
581636	いせん
577755	になっ
574578	よって
570376	のしゅ
567588	ており
564478	しゅっ
563288	いじょ
559911	により
558818	。また
557170	んする
556057	うよう
555879	つどう
552466	。この
550029	によっ
546350	ため、
539301	んには
537349	のしょ
534831	、その
533906	んけい
533511	うどう
531579	くせい
531444	るが、
528776	うたい
527822	じゅつ
526522	ねんの
521092	にちに
520820	いよう
520508	にたい
519840	のせい
516677	うであ
516288	うとう
515734	となる
514912	いかい
514215	てきな
513150	くした
511036	んそう
506402	たこと
506039	た。こ
501193	また、
500119	のよう
498282	であり
496078	んきゅ
492201	いきょ
489522	てきに
488434	せいし
485819	しょん
484730	られる
484669	んじょ
482977	んどう
482864	こうか
481194	んであ
480495	うけい
478121	たいし
475328	げんざ
474730	では、
472056	いたい
470992	ほうそ
469313	いとう
468373	んされ
465827	ねん、
465532	をおこ
462854	だった
462576	んがく
462112	られた
459264	うこく
459253	うねん
456579	んとし
454393	。その
451668	じだい
446737	がつに
445035	あめり
444363	めりか
443826	しよう
442548	うじゅ
441418	られて
438720	なかっ
438448	して、
436907	かいさ
436766	る。こ
436333	だいに
435474	くしょ
434744	ねんか
434651	るため
431855	にしゅ
431807	んこく
430124	におい
424575	につい
423431	せいの
421924	しゃの
421420	んちょ
419969	おいて
419287	かいし
415841	のじょ
414417	んして
413791	ような
413752	および
413339	うし、
411101	、こう
409322	なわれ
409280	んでは
409232	せかい
407536	ついて
405271	、とう
404798	こなわ
404693	かんと
404377	ことに
404184	かいは
401960	うがっ
401320	、にっ
401231	のため
399842	うがく
399608	つされ
399269	るよう
397405	おおく
396784	ことを
396544	なる。
395531	うだい
395495	うけん
394269	うとし
393136	くひん
391512	いかく
389454	いかん
389287	いさく
388745	には、
388260	のきょ
387354	のかん
386463	のかい
384763	くしゃ
383967	なり、
382219	をうけ
381655	いであ
380553	いさい
377462	っしゅ
375567	ない。
375194	かんが
374836	んてい
374051	きかん
372754	くされ
372670	はじめ
372429	っきょ
371760	できる
367383	ばあい
364545	こうせ
364485	たもの
364414	くする
363949	うぎょ
363449	しかし
363338	いさん
363040	にある
361335	た。そ
360392	ったが
357223	のさい
357027	ともに
356084	らんど
355965	うにな
354110	ようし
353373	ぽんの
352765	とうじ
352541	せいか
349821	にかん
346677	いけん
345781	のだい
345675	こうの
345210	さくひ
344665	えいが
342586	つした
342562	んりょ
341858	くてき
341448	さんか
340537	などの
340479	んよう
340264	うえん
338147	うめい
337435	ために
336206	こうは
335881	かいの
334280	いった
333447	っしょ
332598	、どう
332201	んげん
331966	ういん
331781	いりょ
331374	うさい
331067	すると
330896	つじょ
330732	にち、
328171	いどう
328046	いてい
327892	んしん
327073	こうと
326754	いちょ
325913	たいか
324555	うにん
324005	くして
322757	、この
322562	いこく
322167	っせい
321493	のしん
321447	いしん
320985	いし、
318834	、だい
318332	とする
317225	っしん
314922	だいの
314330	したが
313594	んせつ
312783	んじゅ
312551	かんの
312312	しては
310971	くせん
310934	ようさ
310793	のたい
310593	こうに
310236	くしゅ
310233	いひょ
310227	ふらん
310206	うちょ
309569	たため
307858	のなか
307588	となり
306966	いには
306026	、しょ
304963	かいに
304727	しんの
303633	。しか
303492	る。ま
303134	とされ
302306	えられ
302041	いせき
301615	うてき
301214	いとし
300865	かいせ
299955	かつど
299772	っぱん
299592	。これ
298754	いてき
298700	になる
298166	いはつ
295541	んてき
295265	んぜん
294763	こうさ
293497	うだん
293446	いいん
292903	からは
292404	もある
291320	にはい
291224	ととも
290881	せんと
290263	かのう
290145	そんざ
289875	てれび
289384	いがい
288361	ではな
288328	のせん
288159	いだい
286573	たいせ
285283	もので
284964	しゃか
284024	をかい
282519	そうさ
282237	んごう
282017	いほう
281921	んにん
281771	ると、
280636	すたー
280630	ことで
280043	にしょ
279124	んのう
278219	んさく
277568	ばんぐ
277426	にんの
277295	ちゃく
277160	いない
276961	びょう
275967	のあい
275676	んぐみ
275023	のけん
274918	のけい
274394	うてい
274187	うによ
274147	しゅと
274006	んたー
273965	うちゅ
273759	とうの
273383	るもの
272085	たいと
271876	んは、
271647	うごう
271147	うから
270220	われた
270170	してお
269879	つとめ
269214	せんで
269162	ーしょ
269011	とした
268735	んねん
267136	いでは
267013	つよう
266142	うしき
266123	いじゅ
265598	、せい
265133	のちょ
265075	いから
264713	いぞう
264500	かし、
264202	よばれ
263668	がおお
263584	たかい
263017	くさい
262690	からの
262663	せいが
261601	せんの
260568	のほう
260350	かいが
259991	ができ
259955	つする
259910	どうね
259471	へいせ
259402	せいを
259210	にゅー
258006	んさい
257609	のいち
257334	おおき
256755	にとう
255731	らんす
255702	うとな
255240	、しゅ
255088	がつ、
254784	こうが
254349	たいの
253906	んてん
253507	じかん
253448	さらに
253294	きゃく
253137	れるこ
253083	めいじ
252821	んし、
252653	ぴょう
252634	けいか
252623	ぶんか
252418	うでは
251797	いたが
251709	のであ
251406	うさん
250802	ていな
250350	うきゅ
250143	ちょく
249209	から、
248863	、げん
248644	こくさ
248485	んぞく
248143	ひがし
247689	こくの
247072	うにゅ
246846	せいき
246693	くだい
246508	かいで
246265	つばい
245388	うおう
245077	た。し
245047	ちいき
245011	はつば
244324	んとな
244134	そのご
243032	ねんだ
242986	のひと
242516	おおい
242152	いしき
241768	かんけ
241641	た。ま
241490	んぶん
240477	んえい
240280	んぽう
239509	かいか
239369	かんこ
238968	んめい
238720	ちーむ
238522	ていし
238373	んがえ
238352	せんた
237498	とうが
237309	っぴょ
237226	あいだ
236632	のとう
236632	こうこ
235818	うりつ
235747	おなじ
235397	っくす
235045	しゃが
235045	ことも
234617	いけい
234581	んとく
234434	かんせ
234356	われる
233955	、それ
233751	んによ
233722	いては
233404	くちょ
233009	こうを
232734	くない
232292	けいさ
231133	さいに
231018	どうし
230663	しあい
230593	いとな
230539	をしゅ
229599	うげん
